,value2,value,count,raw_left_value,raw_left_value2,variable,variable2
36,0.3648 - 0.9062,-0.5885 - 0.01286,0.03768883398253503,-0.5885,0.3648,logPOP,60-79
37,0.9062 - 1.448,-0.5885 - 0.01286,0.02826662548690131,-0.5885,0.9062,logPOP,60-79
38,1.448 - 1.989,-0.5885 - 0.01286,0.009422208495633771,-0.5885,1.448,logPOP,60-79
42,-1.801 - -1.259,0.01286 - 0.6142,0.10364429345197146,0.01286,-1.801,logPOP,60-79
43,-1.259 - -0.718,0.01286 - 0.6142,0.1319109189388727,0.01286,-1.259,logPOP,60-79
44,-0.718 - -0.1766,0.01286 - 0.6142,0.11306650194760517,0.01286,-0.718,logPOP,60-79
45,-0.1766 - 0.3648,0.01286 - 0.6142,0.12248871044323903,0.01286,-0.1766,logPOP,60-79
46,0.3648 - 0.9062,0.01286 - 0.6142,0.009422208495633758,0.01286,0.3648,logPOP,60-79
47,0.9062 - 1.448,0.01286 - 0.6142,0.018844416991267543,0.01286,0.9062,logPOP,60-79
48,1.448 - 1.989,0.01286 - 0.6142,0.009422208495633771,0.01286,1.448,logPOP,60-79
49,1.989 - 2.53,0.01286 - 0.6142,0.00942220849563375,0.01286,1.989,logPOP,60-79
51,-2.342 - -1.801,0.6142 - 1.216,0.06595545946943633,0.6142,-2.342,logPOP,60-79
52,-1.801 - -1.259,0.6142 - 1.216,0.22613300389521024,0.6142,-1.801,logPOP,60-79
53,-1.259 - -0.718,0.6142 - 1.216,0.26382183787774516,0.6142,-1.259,logPOP,60-79
54,-0.718 - -0.1766,0.6142 - 1.216,0.11306650194760508,0.6142,-0.718,logPOP,60-79
55,-0.1766 - 0.3648,0.6142 - 1.216,0.05653325097380258,0.6142,-0.1766,logPOP,60-79
56,0.3648 - 0.9062,0.6142 - 1.216,0.047111042478168746,0.6142,0.3648,logPOP,60-79
57,0.9062 - 1.448,0.6142 - 1.216,0.009422208495633763,0.6142,0.9062,logPOP,60-79
58,1.448 - 1.989,0.6142 - 1.216,0.009422208495633763,0.6142,1.448,logPOP,60-79
60,-2.884 - -2.342,1.216 - 1.817,0.01884441699126753,1.216,-2.884,logPOP,60-79
61,-2.342 - -1.801,1.216 - 1.817,0.04711104247816884,1.216,-2.342,logPOP,60-79
62,-1.801 - -1.259,1.216 - 1.817,0.11306650194760522,1.216,-1.801,logPOP,60-79
63,-1.259 - -0.718,1.216 - 1.817,0.20728858690394283,1.216,-1.259,logPOP,60-79
64,-0.718 - -0.1766,1.216 - 1.817,0.03768883398253506,1.216,-0.718,logPOP,60-79
65,-0.1766 - 0.3648,1.216 - 1.817,0.009422208495633771,1.216,-0.1766,logPOP,60-79
66,0.3648 - 0.9062,1.216 - 1.817,0.028266625486901273,1.216,0.3648,logPOP,60-79
70,-2.884 - -2.342,1.817 - 2.418,0.009422208495633765,1.817,-2.884,logPOP,60-79
71,-2.342 - -1.801,1.817 - 2.418,0.028266625486901304,1.817,-2.342,logPOP,60-79
72,-1.801 - -1.259,1.817 - 2.418,0.1507553359301403,1.817,-1.801,logPOP,60-79
73,-1.259 - -0.718,1.817 - 2.418,0.1319109189388727,1.817,-1.259,logPOP,60-79
74,-0.718 - -0.1766,1.817 - 2.418,0.03768883398253506,1.817,-0.718,logPOP,60-79
75,-0.1766 - 0.3648,1.817 - 2.418,0.009422208495633771,1.817,-0.1766,logPOP,60-79
76,0.3648 - 0.9062,1.817 - 2.418,0.028266625486901273,1.817,0.3648,logPOP,60-79
77,0.9062 - 1.448,1.817 - 2.418,0.009422208495633771,1.817,0.9062,logPOP,60-79
80,-2.884 - -2.342,2.418 - 3.019,0.02826662548690127,2.418,-2.884,logPOP,60-79
81,-2.342 - -1.801,2.418 - 3.019,0.037688833982535044,2.418,-2.342,logPOP,60-79
82,-1.801 - -1.259,2.418 - 3.019,0.037688833982535044,2.418,-1.801,logPOP,60-79
83,-1.259 - -0.718,2.418 - 3.019,0.04711104247816879,2.418,-1.259,logPOP,60-79
84,-0.718 - -0.1766,2.418 - 3.019,0.018844416991267515,2.418,-0.718,logPOP,60-79
86,0.3648 - 0.9062,2.418 - 3.019,0.009422208495633749,2.418,0.3648,logPOP,60-79
92,-1.801 - -1.259,3.019 - 3.621,0.018844416991267536,3.019,-1.801,logPOP,60-79
93,-1.259 - -0.718,3.019 - 3.621,0.009422208495633765,3.019,-1.259,logPOP,60-79
5,0.1627 - 0.7452,-2.392 - -1.791,0.01751634240418434,-2.392,0.1627,logPOP,80+
6,0.7452 - 1.328,-2.392 - -1.791,0.03503268480836863,-2.392,0.7452,logPOP,80+
13,-1.002 - -0.4197,-1.791 - -1.19,0.008758171202092165,-1.791,-1.002,logPOP,80+
14,-0.4197 - 0.1627,-1.791 - -1.19,0.01751634240418433,-1.791,-0.4197,logPOP,80+
15,0.1627 - 0.7452,-1.791 - -1.19,0.05254902721255302,-1.791,0.1627,logPOP,80+
16,0.7452 - 1.328,-1.791 - -1.19,0.008758171202092158,-1.791,0.7452,logPOP,80+
17,1.328 - 1.91,-1.791 - -1.19,0.00875817120209217,-1.791,1.328,logPOP,80+
21,-2.167 - -1.585,-1.19 - -0.5885,0.008758171202092168,-1.19,-2.167,logPOP,80+
22,-1.585 - -1.002,-1.19 - -0.5885,0.017516342404184336,-1.19,-1.585,logPOP,80+
23,-1.002 - -0.4197,-1.19 - -0.5885,0.03503268480836866,-1.19,-1.002,logPOP,80+
24,-0.4197 - 0.1627,-1.19 - -0.5885,0.06130719841464515,-1.19,-0.4197,logPOP,80+
25,0.1627 - 0.7452,-1.19 - -0.5885,0.07882354081882954,-1.19,0.1627,logPOP,80+
26,0.7452 - 1.328,-1.19 - -0.5885,0.07006536961673726,-1.19,0.7452,logPOP,80+
27,1.328 - 1.91,-1.19 - -0.5885,0.01751634240418434,-1.19,1.328,logPOP,80+
29,2.493 - 3.075,-1.19 - -0.5885,0.008758171202092152,-1.19,2.493,logPOP,80+
31,-2.167 - -1.585,-0.5885 - 0.01286,0.0262745136062765,-0.5885,-2.167,logPOP,80+
32,-1.585 - -1.002,-0.5885 - 0.01286,0.11385622562719819,-0.5885,-1.585,logPOP,80+
33,-1.002 - -0.4197,-0.5885 - 0.01286,0.09633988322301382,-0.5885,-1.002,logPOP,80+
34,-0.4197 - 0.1627,-0.5885 - 0.01286,0.09633988322301382,-0.5885,-0.4197,logPOP,80+
35,0.1627 - 0.7452,-0.5885 - 0.01286,0.08758171202092171,-0.5885,0.1627,logPOP,80+
36,0.7452 - 1.328,-0.5885 - 0.01286,0.03503268480836863,-0.5885,0.7452,logPOP,80+
37,1.328 - 1.91,-0.5885 - 0.01286,0.02627451360627651,-0.5885,1.328,logPOP,80+
38,1.91 - 2.493,-0.5885 - 0.01286,0.00875817120209217,-0.5885,1.91,logPOP,80+
40,-2.75 - -2.167,0.01286 - 0.6142,0.008758171202092165,0.01286,-2.75,logPOP,80+
41,-2.167 - -1.585,0.01286 - 0.6142,0.03503268480836867,0.01286,-2.167,logPOP,80+
42,-1.585 - -1.002,0.01286 - 0.6142,0.1926797664460277,0.01286,-1.585,logPOP,80+
43,-1.002 - -0.4197,0.01286 - 0.6142,0.21895428005230413,0.01286,-1.002,logPOP,80+
44,-0.4197 - 0.1627,0.01286 - 0.6142,0.11385622562719815,0.01286,-0.4197,logPOP,80+
45,0.1627 - 0.7452,0.01286 - 0.6142,0.09633988322301389,0.01286,0.1627,logPOP,80+
46,0.7452 - 1.328,0.01286 - 0.6142,0.026274513606276473,0.01286,0.7452,logPOP,80+
47,1.328 - 1.91,0.01286 - 0.6142,0.00875817120209217,0.01286,1.328,logPOP,80+
48,1.91 - 2.493,0.01286 - 0.6142,0.01751634240418434,0.01286,1.91,logPOP,80+
49,2.493 - 3.075,0.01286 - 0.6142,0.008758171202092152,0.01286,2.493,logPOP,80+
50,-2.75 - -2.167,0.6142 - 1.216,0.008758171202092165,0.6142,-2.75,logPOP,80+
51,-2.167 - -1.585,0.6142 - 1.216,0.017516342404184336,0.6142,-2.167,logPOP,80+
52,-1.585 - -1.002,0.6142 - 1.216,0.1664052528397512,0.6142,-1.585,logPOP,80+
53,-1.002 - -0.4197,0.6142 - 1.216,0.23647062245648845,0.6142,-1.002,logPOP,80+
54,-0.4197 - 0.1627,0.6142 - 1.216,0.052549027212552994,0.6142,-0.4197,logPOP,80+
55,0.1627 - 0.7452,0.6142 - 1.216,0.01751634240418434,0.6142,0.1627,logPOP,80+
56,0.7452 - 1.328,0.6142 - 1.216,0.04379085601046079,0.6142,0.7452,logPOP,80+
57,1.328 - 1.91,0.6142 - 1.216,0.01751634240418434,0.6142,1.328,logPOP,80+
60,-2.75 - -2.167,1.216 - 1.817,0.026274513606276473,1.216,-2.75,logPOP,80+
61,-2.167 - -1.585,1.216 - 1.817,0.0700653696167373,1.216,-2.167,logPOP,80+
62,-1.585 - -1.002,1.216 - 1.817,0.09633988322301378,1.216,-1.585,logPOP,80+
63,-1.002 - -0.4197,1.216 - 1.817,0.11385622562719805,1.216,-1.002,logPOP,80+
64,-0.4197 - 0.1627,1.216 - 1.817,0.03503268480836863,1.216,-0.4197,logPOP,80+
65,0.1627 - 0.7452,1.216 - 1.817,0.008758171202092165,1.216,0.1627,logPOP,80+
66,0.7452 - 1.328,1.216 - 1.817,0.02627451360627646,1.216,0.7452,logPOP,80+
70,-2.75 - -2.167,1.817 - 2.418,0.008758171202092171,1.817,-2.75,logPOP,80+
71,-2.167 - -1.585,1.817 - 2.418,0.008758171202092175,1.817,-2.167,logPOP,80+
72,-1.585 - -1.002,1.817 - 2.418,0.043790856010460864,1.817,-1.585,logPOP,80+
73,-1.002 - -0.4197,1.817 - 2.418,0.07882354081882954,1.817,-1.002,logPOP,80+
74,-0.4197 - 0.1627,1.817 - 2.418,0.008758171202092171,1.817,-0.4197,logPOP,80+
75,0.1627 - 0.7452,1.817 - 2.418,0.008758171202092177,1.817,0.1627,logPOP,80+
81,-2.167 - -1.585,2.418 - 3.019,0.008758171202092175,2.418,-2.167,logPOP,80+
82,-1.585 - -1.002,2.418 - 3.019,0.008758171202092175,2.418,-1.585,logPOP,80+
83,-1.002 - -0.4197,2.418 - 3.019,0.02627451360627651,2.418,-1.002,logPOP,80+
84,-0.4197 - 0.1627,2.418 - 3.019,0.008758171202092171,2.418,-0.4197,logPOP,80+
86,0.7452 - 1.328,2.418 - 3.019,0.008758171202092165,2.418,0.7452,logPOP,80+
92,-1.585 - -1.002,3.019 - 3.621,0.017516342404184326,3.019,-1.585,logPOP,80+
93,-1.002 - -0.4197,3.019 - 3.621,0.008758171202092158,3.019,-1.002,logPOP,80+
94,-0.4197 - 0.1627,3.019 - 3.621,0.008758171202092158,3.019,-0.4197,logPOP,80+
9,4.531 - 5.476,-2.392 - -1.791,0.005397585063894426,-2.392,4.531,logPOP,d1PHHS
15,0.7502 - 1.695,-1.791 - -1.19,0.005397585063894441,-1.791,0.7502,logPOP,d1PHHS
20,-3.975 - -3.03,-1.19 - -0.5885,0.005397585063894437,-1.19,-3.975,logPOP,d1PHHS
21,-3.03 - -2.085,-1.19 - -0.5885,0.005397585063894439,-1.19,-3.03,logPOP,d1PHHS
22,-2.085 - -1.14,-1.19 - -0.5885,0.04857826557504995,-1.19,-2.085,logPOP,d1PHHS
23,-1.14 - -0.1949,-1.19 - -0.5885,0.02159034025557775,-1.19,-1.14,logPOP,d1PHHS
24,-0.1949 - 0.7502,-1.19 - -0.5885,0.01619275519168331,-1.19,-0.1949,logPOP,d1PHHS
25,0.7502 - 1.695,-1.19 - -0.5885,0.01619275519168332,-1.19,0.7502,logPOP,d1PHHS
26,1.695 - 2.64,-1.19 - -0.5885,0.0161927551916833,-1.19,1.695,logPOP,d1PHHS
30,-3.975 - -3.03,-0.5885 - 0.01286,0.016192755191683304,-0.5885,-3.975,logPOP,d1PHHS
31,-3.03 - -2.085,-0.5885 - 0.01286,0.03778309544726106,-0.5885,-3.03,logPOP,d1PHHS
32,-2.085 - -1.14,-0.5885 - 0.01286,0.15652996685293868,-0.5885,-2.085,logPOP,d1PHHS
33,-1.14 - -0.1949,-0.5885 - 0.01286,0.24289132787524953,-0.5885,-1.14,logPOP,d1PHHS
34,-0.1949 - 0.7502,-0.5885 - 0.01286,0.10255411621399424,-0.5885,-0.1949,logPOP,d1PHHS
35,0.7502 - 1.695,-0.5885 - 0.01286,0.04857826557504995,-0.5885,0.7502,logPOP,d1PHHS
36,1.695 - 2.64,-0.5885 - 0.01286,0.04857826557504987,-0.5885,1.695,logPOP,d1PHHS
37,2.64 - 3.586,-0.5885 - 0.01286,0.016192755191683315,-0.5885,2.64,logPOP,d1PHHS
38,3.586 - 4.531,-0.5885 - 0.01286,0.005397585063894438,-0.5885,3.586,logPOP,d1PHHS
40,-3.975 - -3.03,0.01286 - 0.6142,0.01079517012778887,0.01286,-3.975,logPOP,d1PHHS
41,-3.03 - -2.085,0.01286 - 0.6142,0.04857826557504993,0.01286,-3.03,logPOP,d1PHHS
42,-2.085 - -1.14,0.01286 - 0.6142,0.12954204153346646,0.01286,-2.085,logPOP,d1PHHS
43,-1.14 - -0.1949,0.01286 - 0.6142,0.16192755191683306,0.01286,-1.14,logPOP,d1PHHS
44,-0.1949 - 0.7502,0.01286 - 0.6142,0.09715653115009983,0.01286,-0.1949,logPOP,d1PHHS
45,0.7502 - 1.695,0.01286 - 0.6142,0.08636136102231101,0.01286,0.7502,logPOP,d1PHHS
46,1.695 - 2.64,0.01286 - 0.6142,0.06477102076673318,0.01286,1.695,logPOP,d1PHHS
47,2.64 - 3.586,0.01286 - 0.6142,0.016192755191683315,0.01286,2.64,logPOP,d1PHHS
48,3.586 - 4.531,0.01286 - 0.6142,0.005397585063894438,0.01286,3.586,logPOP,d1PHHS
49,4.531 - 5.476,0.01286 - 0.6142,0.005397585063894426,0.01286,4.531,logPOP,d1PHHS
51,-3.03 - -2.085,0.6142 - 1.216,0.016192755191683325,0.6142,-3.03,logPOP,d1PHHS
52,-2.085 - -1.14,0.6142 - 1.216,0.05397585063894441,0.6142,-2.085,logPOP,d1PHHS
53,-1.14 - -0.1949,0.6142 - 1.216,0.05937343570283884,0.6142,-1.14,logPOP,d1PHHS
54,-0.1949 - 0.7502,0.6142 - 1.216,0.021590340255577756,0.6142,-0.1949,logPOP,d1PHHS
55,0.7502 - 1.695,0.6142 - 1.216,0.04318068051115555,0.6142,0.7502,logPOP,d1PHHS
56,1.695 - 2.64,0.6142 - 1.216,0.026987925319472177,0.6142,1.695,logPOP,d1PHHS
57,2.64 - 3.586,0.6142 - 1.216,0.010795170127788887,0.6142,2.64,logPOP,d1PHHS
58,3.586 - 4.531,0.6142 - 1.216,0.0053975850638944434,0.6142,3.586,logPOP,d1PHHS
62,-2.085 - -1.14,1.216 - 1.817,0.016192755191683308,1.216,-2.085,logPOP,d1PHHS
63,-1.14 - -0.1949,1.216 - 1.817,0.02159034025557774,1.216,-1.14,logPOP,d1PHHS
64,-0.1949 - 0.7502,1.216 - 1.817,0.005397585063894435,1.216,-0.1949,logPOP,d1PHHS
65,0.7502 - 1.695,1.216 - 1.817,0.010795170127788876,1.216,0.7502,logPOP,d1PHHS
67,2.64 - 3.586,1.216 - 1.817,0.005397585063894438,1.216,2.64,logPOP,d1PHHS
75,0.7502 - 1.695,1.817 - 2.418,0.010795170127788876,1.817,0.7502,logPOP,d1PHHS
94,-0.1949 - 0.7502,3.019 - 3.621,0.0053975850638944296,3.019,-0.1949,logPOP,d1PHHS
95,0.7502 - 1.695,3.019 - 3.621,0.005397585063894433,3.019,0.7502,logPOP,d1PHHS
9,1.705 - 2.421,-2.392 - -1.791,0.0071200996077967005,-2.392,1.705,logPOP,d2PHHS
16,-0.4448 - 0.2717,-1.791 - -1.19,0.0071200996077967005,-1.791,-0.4448,logPOP,d2PHHS
23,-2.594 - -1.878,-1.19 - -0.5885,0.007120099607796707,-1.19,-2.594,logPOP,d2PHHS
25,-1.161 - -0.4448,-1.19 - -0.5885,0.014240199215593424,-1.19,-1.161,logPOP,d2PHHS
26,-0.4448 - 0.2717,-1.19 - -0.5885,0.014240199215593401,-1.19,-0.4448,logPOP,d2PHHS
33,-2.594 - -1.878,-0.5885 - 0.01286,0.00712009960779671,-0.5885,-2.594,logPOP,d2PHHS
34,-1.878 - -1.161,-0.5885 - 0.01286,0.01424019921559342,-0.5885,-1.878,logPOP,d2PHHS
35,-1.161 - -0.4448,-0.5885 - 0.01286,0.014240199215593432,-0.5885,-1.161,logPOP,d2PHHS
36,-0.4448 - 0.2717,-0.5885 - 0.01286,0.02848039843118682,-0.5885,-0.4448,logPOP,d2PHHS
39,1.705 - 2.421,-0.5885 - 0.01286,0.0071200996077967005,-0.5885,1.705,logPOP,d2PHHS
42,-3.311 - -2.594,0.01286 - 0.6142,0.014240199215593429,0.01286,-3.311,logPOP,d2PHHS
43,-2.594 - -1.878,0.01286 - 0.6142,0.021360298823390134,0.01286,-2.594,logPOP,d2PHHS
44,-1.878 - -1.161,0.01286 - 0.6142,0.02848039843118684,0.01286,-1.878,logPOP,d2PHHS
45,-1.161 - -0.4448,0.01286 - 0.6142,0.04984069725457701,0.01286,-1.161,logPOP,d2PHHS
46,-0.4448 - 0.2717,0.01286 - 0.6142,0.021360298823390116,0.01286,-0.4448,logPOP,d2PHHS
47,0.2717 - 0.9881,0.01286 - 0.6142,0.014240199215593432,0.01286,0.2717,logPOP,d2PHHS
51,-4.027 - -3.311,0.6142 - 1.216,0.007120099607796705,0.6142,-4.027,logPOP,d2PHHS
52,-3.311 - -2.594,0.6142 - 1.216,0.07832109568576374,0.6142,-3.311,logPOP,d2PHHS
53,-2.594 - -1.878,0.6142 - 1.216,0.04984069725457691,0.6142,-2.594,logPOP,d2PHHS
54,-1.878 - -1.161,0.6142 - 1.216,0.04984069725457691,0.6142,-1.878,logPOP,d2PHHS
55,-1.161 - -0.4448,0.6142 - 1.216,0.07832109568576379,0.6142,-1.161,logPOP,d2PHHS
56,-0.4448 - 0.2717,0.6142 - 1.216,0.04272059764678018,0.6142,-0.4448,logPOP,d2PHHS
57,0.2717 - 0.9881,0.6142 - 1.216,0.014240199215593413,0.6142,0.2717,logPOP,d2PHHS
61,-4.027 - -3.311,1.216 - 1.817,0.049840697254577,1.216,-4.027,logPOP,d2PHHS
62,-3.311 - -2.594,1.216 - 1.817,0.12104169333254414,1.216,-3.311,logPOP,d2PHHS
63,-2.594 - -1.878,1.216 - 1.817,0.24208338666508813,1.216,-2.594,logPOP,d2PHHS
64,-1.878 - -1.161,1.216 - 1.817,0.14240199215593422,1.216,-1.878,logPOP,d2PHHS
65,-1.161 - -0.4448,1.216 - 1.817,0.12816179294034089,1.216,-1.161,logPOP,d2PHHS
66,-0.4448 - 0.2717,1.216 - 1.817,0.035600498038983526,1.216,-0.4448,logPOP,d2PHHS
67,0.2717 - 0.9881,1.216 - 1.817,0.021360298823390148,1.216,0.2717,logPOP,d2PHHS
68,0.9881 - 1.705,1.216 - 1.817,0.014240199215593432,1.216,0.9881,logPOP,d2PHHS
70,-4.743 - -4.027,1.817 - 2.418,0.021360298823390134,1.817,-4.743,logPOP,d2PHHS
71,-4.027 - -3.311,1.817 - 2.418,0.056960796862373715,1.817,-4.027,logPOP,d2PHHS
72,-3.311 - -2.594,1.817 - 2.418,0.21360298823390142,1.817,-3.311,logPOP,d2PHHS
73,-2.594 - -1.878,1.817 - 2.418,0.22784318744949472,1.817,-2.594,logPOP,d2PHHS
74,-1.878 - -1.161,1.817 - 2.418,0.07120099607796711,1.817,-1.878,logPOP,d2PHHS
75,-1.161 - -0.4448,1.817 - 2.418,0.007120099607796716,1.817,-1.161,logPOP,d2PHHS
76,-0.4448 - 0.2717,1.817 - 2.418,0.035600498038983526,1.817,-0.4448,logPOP,d2PHHS
77,0.2717 - 0.9881,1.817 - 2.418,0.014240199215593432,1.817,0.2717,logPOP,d2PHHS
78,0.9881 - 1.705,1.817 - 2.418,0.007120099607796716,1.817,0.9881,logPOP,d2PHHS
80,-4.743 - -4.027,2.418 - 3.019,0.021360298823390134,2.418,-4.743,logPOP,d2PHHS
81,-4.027 - -3.311,2.418 - 3.019,0.028480398431186858,2.418,-4.027,logPOP,d2PHHS
82,-3.311 - -2.594,2.418 - 3.019,0.099681394509154,2.418,-3.311,logPOP,d2PHHS
83,-2.594 - -1.878,2.418 - 3.019,0.09968139450915395,2.418,-2.594,logPOP,d2PHHS
84,-1.878 - -1.161,2.418 - 3.019,0.021360298823390134,2.418,-1.878,logPOP,d2PHHS
85,-1.161 - -0.4448,2.418 - 3.019,0.007120099607796716,2.418,-1.161,logPOP,d2PHHS
86,-0.4448 - 0.2717,2.418 - 3.019,0.021360298823390116,2.418,-0.4448,logPOP,d2PHHS
92,-3.311 - -2.594,3.019 - 3.621,0.007120099607796705,3.019,-3.311,logPOP,d2PHHS
93,-2.594 - -1.878,3.019 - 3.621,0.014240199215593404,3.019,-2.594,logPOP,d2PHHS
9,1.457 - 2.493,-2.392 - -1.791,0.004923517749077007,-2.392,1.457,logPOP,d3PHHS
46,-1.652 - -0.6155,0.01286 - 0.6142,0.00492351774907701,0.01286,-1.652,logPOP,d3PHHS
50,-7.868 - -6.832,0.6142 - 1.216,0.004923517749077018,0.6142,-7.868,logPOP,d3PHHS
51,-6.832 - -5.796,0.6142 - 1.216,0.0049235177490770205,0.6142,-6.832,logPOP,d3PHHS
52,-5.796 - -4.76,0.6142 - 1.216,0.0049235177490770205,0.6142,-5.796,logPOP,d3PHHS
53,-4.76 - -3.724,0.6142 - 1.216,0.009847035498154036,0.6142,-4.76,logPOP,d3PHHS
54,-3.724 - -2.688,0.6142 - 1.216,0.004923517749077018,0.6142,-3.724,logPOP,d3PHHS
55,-2.688 - -1.652,0.6142 - 1.216,0.004923517749077021,0.6142,-2.688,logPOP,d3PHHS
56,-1.652 - -0.6155,0.6142 - 1.216,0.0049235177490770145,0.6142,-1.652,logPOP,d3PHHS
60,-7.868 - -6.832,1.216 - 1.817,0.019694070996308058,1.216,-7.868,logPOP,d3PHHS
61,-6.832 - -5.796,1.216 - 1.817,0.024617588745385076,1.216,-6.832,logPOP,d3PHHS
62,-5.796 - -4.76,1.216 - 1.817,0.0640057307380012,1.216,-5.796,logPOP,d3PHHS
63,-4.76 - -3.724,1.216 - 1.817,0.13293497922507938,1.216,-4.76,logPOP,d3PHHS
64,-3.724 - -2.688,1.216 - 1.817,0.039388141992616116,1.216,-3.724,logPOP,d3PHHS
65,-2.688 - -1.652,1.216 - 1.817,0.01969407099630807,1.216,-2.688,logPOP,d3PHHS
66,-1.652 - -0.6155,1.216 - 1.817,0.029541106494462063,1.216,-1.652,logPOP,d3PHHS
67,-0.6155 - 0.4206,1.216 - 1.817,0.009847035498154034,1.216,-0.6155,logPOP,d3PHHS
69,1.457 - 2.493,1.216 - 1.817,0.004923517749077007,1.216,1.457,logPOP,d3PHHS
70,-7.868 - -6.832,1.817 - 2.418,0.0049235177490770145,1.817,-7.868,logPOP,d3PHHS
71,-6.832 - -5.796,1.817 - 2.418,0.029541106494462094,1.817,-6.832,logPOP,d3PHHS
72,-5.796 - -4.76,1.817 - 2.418,0.1920171922140036,1.817,-5.796,logPOP,d3PHHS
73,-4.76 - -3.724,1.817 - 2.418,0.1772466389667725,1.817,-4.76,logPOP,d3PHHS
74,-3.724 - -2.688,1.817 - 2.418,0.10339387273061729,1.817,-3.724,logPOP,d3PHHS
75,-2.688 - -1.652,1.817 - 2.418,0.1083173904796944,1.817,-2.688,logPOP,d3PHHS
76,-1.652 - -0.6155,1.817 - 2.418,0.03938814199261608,1.817,-1.652,logPOP,d3PHHS
77,-0.6155 - 0.4206,1.817 - 2.418,0.03446462424353912,1.817,-0.6155,logPOP,d3PHHS
78,0.4206 - 1.457,1.817 - 2.418,0.009847035498154034,1.817,0.4206,logPOP,d3PHHS
81,-6.832 - -5.796,2.418 - 3.019,0.019694070996308065,2.418,-6.832,logPOP,d3PHHS
82,-5.796 - -4.76,2.418 - 3.019,0.0935468372324633,2.418,-5.796,logPOP,d3PHHS
83,-4.76 - -3.724,2.418 - 3.019,0.10339387273061729,2.418,-4.76,logPOP,d3PHHS
84,-3.724 - -2.688,2.418 - 3.019,0.06892924848707818,2.418,-3.724,logPOP,d3PHHS
85,-2.688 - -1.652,2.418 - 3.019,0.059082212988924215,2.418,-2.688,logPOP,d3PHHS
86,-1.652 - -0.6155,2.418 - 3.019,0.054158695239847114,2.418,-1.652,logPOP,d3PHHS
88,0.4206 - 1.457,2.418 - 3.019,0.004923517749077017,2.418,0.4206,logPOP,d3PHHS
91,-6.832 - -5.796,3.019 - 3.621,0.019694070996308065,3.019,-6.832,logPOP,d3PHHS
92,-5.796 - -4.76,3.019 - 3.621,0.014770553247231047,3.019,-5.796,logPOP,d3PHHS
93,-4.76 - -3.724,3.019 - 3.621,0.039388141992616116,3.019,-4.76,logPOP,d3PHHS
94,-3.724 - -2.688,3.019 - 3.621,0.009847035498154029,3.019,-3.724,logPOP,d3PHHS
95,-2.688 - -1.652,3.019 - 3.621,0.014770553247231054,3.019,-2.688,logPOP,d3PHHS
96,-1.652 - -0.6155,3.019 - 3.621,0.00984703549815402,3.019,-1.652,logPOP,d3PHHS
9,1.894 - 2.642,-2.392 - -1.791,0.006821612392130715,-2.392,1.894,logPOP,d4PHHS
25,-1.097 - -0.349,-1.19 - -0.5885,0.006821612392130733,-1.19,-1.097,logPOP,d4PHHS
32,-3.34 - -2.592,-0.5885 - 0.01286,0.020464837176392178,-0.5885,-3.34,logPOP,d4PHHS
33,-2.592 - -1.845,-0.5885 - 0.01286,0.006821612392130725,-0.5885,-2.592,logPOP,d4PHHS
34,-1.845 - -1.097,-0.5885 - 0.01286,0.006821612392130725,-0.5885,-1.845,logPOP,d4PHHS
35,-1.097 - -0.349,-0.5885 - 0.01286,0.006821612392130728,-0.5885,-1.097,logPOP,d4PHHS
36,-0.349 - 0.3988,-0.5885 - 0.01286,0.013643224784261438,-0.5885,-0.349,logPOP,d4PHHS
37,0.3988 - 1.147,-0.5885 - 0.01286,0.006821612392130728,-0.5885,0.3988,logPOP,d4PHHS
41,-4.088 - -3.34,0.01286 - 0.6142,0.0068216123921307275,0.01286,-4.088,logPOP,d4PHHS
42,-3.34 - -2.592,0.01286 - 0.6142,0.040929674352784357,0.01286,-3.34,logPOP,d4PHHS
43,-2.592 - -1.845,0.01286 - 0.6142,0.07503773631343796,0.01286,-2.592,logPOP,d4PHHS
44,-1.845 - -1.097,0.01286 - 0.6142,0.006821612392130725,0.01286,-1.845,logPOP,d4PHHS
45,-1.097 - -0.349,0.01286 - 0.6142,0.02046483717639219,0.01286,-1.097,logPOP,d4PHHS
46,-0.349 - 0.3988,0.01286 - 0.6142,0.006821612392130719,0.01286,-0.349,logPOP,d4PHHS
47,0.3988 - 1.147,0.01286 - 0.6142,0.006821612392130728,0.01286,0.3988,logPOP,d4PHHS
49,1.894 - 2.642,0.01286 - 0.6142,0.006821612392130715,0.01286,1.894,logPOP,d4PHHS
50,-4.836 - -4.088,0.6142 - 1.216,0.02728644956852293,0.6142,-4.836,logPOP,d4PHHS
51,-4.088 - -3.34,0.6142 - 1.216,0.04775128674491515,0.6142,-4.088,logPOP,d4PHHS
52,-3.34 - -2.592,0.6142 - 1.216,0.08185934870556881,0.6142,-3.34,logPOP,d4PHHS
53,-2.592 - -1.845,0.6142 - 1.216,0.12278902305835318,0.6142,-2.592,logPOP,d4PHHS
54,-1.845 - -1.097,0.6142 - 1.216,0.06821612392130734,0.6142,-1.845,logPOP,d4PHHS
55,-1.097 - -0.349,0.6142 - 1.216,0.08868096109769959,0.6142,-1.097,logPOP,d4PHHS
56,-0.349 - 0.3988,0.6142 - 1.216,0.05457289913704582,0.6142,-0.349,logPOP,d4PHHS
