Table Name,Sort,Variable Name,Variable Description,Variable Type,Variable Width,Decimal Places,Source,Variable Description (Simplified),Select Column? (y/n),Variable-Catg,Variable-Sub-Catg
ACS1418_06,83,MOECOAL,2018 Households by Heating Fuel: Coal/Coke MOE (ACS 5-Yr),N,9,0,MOE,Households by Heating Fuel: Coal/Coke MOE,,Households by Heating Fuel,Coal/Coke MOE
ACS1418_06,84,RELCOAL,2018 Households by Heating Fuel: Coal/Coke REL (ACS 5-Yr),N,1,0,REL,Households by Heating Fuel: Coal/Coke REL,,Households by Heating Fuel,Coal/Coke REL
ACS1418_06,85,ACSWOOD,2018 Households by Heating Fuel: Wood (ACS 5-Yr),N,9,0,ACS,Households by Heating Fuel: Wood,,Households by Heating Fuel,Wood
ACS1418_06,86,MOEWOOD,2018 Households by Heating Fuel: Wood MOE (ACS 5-Yr),N,9,0,MOE,Households by Heating Fuel: Wood MOE,,Households by Heating Fuel,Wood MOE
ACS1418_06,87,RELWOOD,2018 Households by Heating Fuel: Wood REL (ACS 5-Yr),N,1,0,REL,Households by Heating Fuel: Wood REL,,Households by Heating Fuel,Wood REL
ACS1418_06,88,ACSSOLAR,2018 Households by Heating Fuel: Solar Energy (ACS 5-Yr),N,9,0,ACS,Households by Heating Fuel: Solar Energy,,Households by Heating Fuel,Solar Energy
ACS1418_06,89,MOESOLAR,2018 Households by Heating Fuel: Solar Energy MOE (ACS 5-Yr),N,9,0,MOE,Households by Heating Fuel: Solar Energy MOE,,Households by Heating Fuel,Solar Energy MOE
ACS1418_06,90,RELSOLAR,2018 Households by Heating Fuel: Solar Energy REL (ACS 5-Yr),N,1,0,REL,Households by Heating Fuel: Solar Energy REL,,Households by Heating Fuel,Solar Energy REL
ACS1418_06,91,ACSOTHFUEL,2018 Households by Heating Fuel: Other Fuel (ACS 5-Yr),N,9,0,ACS,Households by Heating Fuel: Other Fuel,,Households by Heating Fuel,Other Fuel
ACS1418_06,92,MOEOTHFUEL,2018 Households by Heating Fuel: Other Fuel MOE (ACS 5-Yr),N,9,0,MOE,Households by Heating Fuel: Other Fuel MOE,,Households by Heating Fuel,Other Fuel MOE
ACS1418_06,93,RELOTHFUEL,2018 Households by Heating Fuel: Other Fuel REL (ACS 5-Yr),N,1,0,REL,Households by Heating Fuel: Other Fuel REL,,Households by Heating Fuel,Other Fuel REL
ACS1418_06,94,ACSNOFUEL,2018 Households by Heating Fuel: No Fuel Used (ACS 5-Yr),N,9,0,ACS,Households by Heating Fuel: No Fuel Used,,Households by Heating Fuel,No Fuel Used
ACS1418_06,95,MOENOFUEL,2018 Households by Heating Fuel: No Fuel Used MOE (ACS 5-Yr),N,9,0,MOE,Households by Heating Fuel: No Fuel Used MOE,,Households by Heating Fuel,No Fuel Used MOE
ACS1418_06,96,RELNOFUEL,2018 Households by Heating Fuel: No Fuel Used REL (ACS 5-Yr),N,1,0,REL,Households by Heating Fuel: No Fuel Used REL,,Households by Heating Fuel,No Fuel Used REL
ACS1418_06,97,ACSOVEH0,2018 Owner Households with No Vehicles (ACS 5-Yr),N,9,0,ACS,Owner Households with No Vehicles,y,Owner Households with No Vehicles,
ACS1418_06,98,MOEOVEH0,2018 Owner Households with No Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Owner Households with No Vehicles MOE,,Owner Households with No Vehicles MOE,
ACS1418_06,99,RELOVEH0,2018 Owner Households with No Vehicles REL (ACS 5-Yr),N,1,0,REL,Owner Households with No Vehicles REL,,Owner Households with No Vehicles REL,
ACS1418_06,100,ACSOVEH1,2018 Owner Households with 1 Vehicle (ACS 5-Yr),N,9,0,ACS,Owner Households with 1 Vehicle,,Owner Households with 1 Vehicle,
ACS1418_06,101,MOEOVEH1,2018 Owner Households with 1 Vehicle MOE (ACS 5-Yr),N,9,0,MOE,Owner Households with 1 Vehicle MOE,,Owner Households with 1 Vehicle MOE,
ACS1418_06,102,RELOVEH1,2018 Owner Households with 1 Vehicle REL (ACS 5-Yr),N,1,0,REL,Owner Households with 1 Vehicle REL,,Owner Households with 1 Vehicle REL,
ACS1418_06,103,ACSOVEH2,2018 Owner Households with 2 Vehicles (ACS 5-Yr),N,9,0,ACS,Owner Households with 2 Vehicles,,Owner Households with 2 Vehicles,
ACS1418_06,104,MOEOVEH2,2018 Owner Households with 2 Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Owner Households with 2 Vehicles MOE,,Owner Households with 2 Vehicles MOE,
ACS1418_06,105,RELOVEH2,2018 Owner Households with 2 Vehicles REL (ACS 5-Yr),N,1,0,REL,Owner Households with 2 Vehicles REL,,Owner Households with 2 Vehicles REL,
ACS1418_06,106,ACSOVEH3,2018 Owner Households with 3 Vehicles (ACS 5-Yr),N,9,0,ACS,Owner Households with 3 Vehicles,,Owner Households with 3 Vehicles,
ACS1418_06,107,MOEOVEH3,2018 Owner Households with 3 Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Owner Households with 3 Vehicles MOE,,Owner Households with 3 Vehicles MOE,
ACS1418_06,108,RELOVEH3,2018 Owner Households with 3 Vehicles REL (ACS 5-Yr),N,1,0,REL,Owner Households with 3 Vehicles REL,,Owner Households with 3 Vehicles REL,
ACS1418_06,109,ACSOVEH4,2018 Owner Households with 4 Vehicles (ACS 5-Yr),N,9,0,ACS,Owner Households with 4 Vehicles,,Owner Households with 4 Vehicles,
ACS1418_06,110,MOEOVEH4,2018 Owner Households with 4 Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Owner Households with 4 Vehicles MOE,,Owner Households with 4 Vehicles MOE,
ACS1418_06,111,RELOVEH4,2018 Owner Households with 4 Vehicles REL (ACS 5-Yr),N,1,0,REL,Owner Households with 4 Vehicles REL,,Owner Households with 4 Vehicles REL,
ACS1418_06,112,ACSOVEH5UP,2018 Owner Households with 5 or More Vehicles (ACS 5-Yr),N,9,0,ACS,Owner Households with 5 or More Vehicles,,Owner Households with 5 or More Vehicles,
ACS1418_06,113,MOEOVEH5UP,2018 Owner Households with 5 or More Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Owner Households with 5 or More Vehicles MOE,,Owner Households with 5 or More Vehicles MOE,
ACS1418_06,114,RELOVEH5UP,2018 Owner Households with 5 or More Vehicles REL (ACS 5-Yr),N,1,0,REL,Owner Households with 5 or More Vehicles REL,,Owner Households with 5 or More Vehicles REL,
ACS1418_06,115,ACSRVEH0,2018 Renter Households with No Vehicles (ACS 5-Yr),N,9,0,ACS,Renter Households with No Vehicles,y,Renter Households with No Vehicles,
ACS1418_06,116,MOERVEH0,2018 Renter Households with No Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Renter Households with No Vehicles MOE,,Renter Households with No Vehicles MOE,
ACS1418_06,117,RELRVEH0,2018 Renter Households with No Vehicles REL (ACS 5-Yr),N,1,0,REL,Renter Households with No Vehicles REL,,Renter Households with No Vehicles REL,
ACS1418_06,118,ACSRVEH1,2018 Renter Households with 1 Vehicle (ACS 5-Yr),N,9,0,ACS,Renter Households with 1 Vehicle,,Renter Households with 1 Vehicle,
ACS1418_06,119,MOERVEH1,2018 Renter Households with 1 Vehicle MOE (ACS 5-Yr),N,9,0,MOE,Renter Households with 1 Vehicle MOE,,Renter Households with 1 Vehicle MOE,
ACS1418_06,120,RELRVEH1,2018 Renter Households with 1 Vehicle REL (ACS 5-Yr),N,1,0,REL,Renter Households with 1 Vehicle REL,,Renter Households with 1 Vehicle REL,
ACS1418_06,121,ACSRVEH2,2018 Renter Households with 2 Vehicles (ACS 5-Yr),N,9,0,ACS,Renter Households with 2 Vehicles,,Renter Households with 2 Vehicles,
ACS1418_06,122,MOERVEH2,2018 Renter Households with 2 Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Renter Households with 2 Vehicles MOE,,Renter Households with 2 Vehicles MOE,
ACS1418_06,123,RELRVEH2,2018 Renter Households with 2 Vehicles REL (ACS 5-Yr),N,1,0,REL,Renter Households with 2 Vehicles REL,,Renter Households with 2 Vehicles REL,
ACS1418_06,124,ACSRVEH3,2018 Renter Households with 3 Vehicles (ACS 5-Yr),N,9,0,ACS,Renter Households with 3 Vehicles,,Renter Households with 3 Vehicles,
ACS1418_06,125,MOERVEH3,2018 Renter Households with 3 Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Renter Households with 3 Vehicles MOE,,Renter Households with 3 Vehicles MOE,
ACS1418_06,126,RELRVEH3,2018 Renter Households with 3 Vehicles REL (ACS 5-Yr),N,1,0,REL,Renter Households with 3 Vehicles REL,,Renter Households with 3 Vehicles REL,
ACS1418_06,127,ACSRVEH4,2018 Renter Households with 4 Vehicles (ACS 5-Yr),N,9,0,ACS,Renter Households with 4 Vehicles,,Renter Households with 4 Vehicles,
ACS1418_06,128,MOERVEH4,2018 Renter Households with 4 Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Renter Households with 4 Vehicles MOE,,Renter Households with 4 Vehicles MOE,
ACS1418_06,129,RELRVEH4,2018 Renter Households with 4 Vehicles REL (ACS 5-Yr),N,1,0,REL,Renter Households with 4 Vehicles REL,,Renter Households with 4 Vehicles REL,
ACS1418_06,130,ACSRVEH5UP,2018 Renter Households with 5 or More Vehicles (ACS 5-Yr),N,9,0,ACS,Renter Households with 5 or More Vehicles,,Renter Households with 5 or More Vehicles,
ACS1418_06,131,MOERVEH5UP,2018 Renter Households with 5 or More Vehicles MOE (ACS 5-Yr),N,9,0,MOE,Renter Households with 5 or More Vehicles MOE,,Renter Households with 5 or More Vehicles MOE,
ACS1418_06,132,RELRVEH5UP,2018 Renter Households with 5 or More Vehicles REL (ACS 5-Yr),N,1,0,REL,Renter Households with 5 or More Vehicles REL,,Renter Households with 5 or More Vehicles REL,
ACS1418_06,133,ACSAVGVEH,2018 Average Number of Vehicles Available (ACS 5-Yr),N,9,1,ACS,Average Number of Vehicles Available,,Average Number of Vehicles Available,
ACS1418_06,134,MOEAVGVEH,2018 Average Number of Vehicles Available MOE (ACS 5-Yr),N,9,1,MOE,Average Number of Vehicles Available MOE,,Average Number of Vehicles Available MOE,
ACS1418_06,135,RELAVGVEH,2018 Average Number of Vehicles Available REL (ACS 5-Yr),N,1,0,REL,Average Number of Vehicles Available REL,,Average Number of Vehicles Available REL,
ACS1418_06,136,ACSAGGVEH,2018 Aggregate Number of Vehicles Available (ACS 5-Yr),N,15,0,ACS,Aggregate Number of Vehicles Available,,Aggregate Number of Vehicles Available,
ACS1418_06,137,MOEAGGVEH,2018 Aggregate Number of Vehicles Available MOE (ACS 5-Yr),N,15,0,MOE,Aggregate Number of Vehicles Available MOE,,Aggregate Number of Vehicles Available MOE,
ACS1418_06,138,RELAGGVEH,2018 Aggregate Number of Vehicles Available REL (ACS 5-Yr),N,1,0,REL,Aggregate Number of Vehicles Available REL,,Aggregate Number of Vehicles Available REL,
ACS1418_06,139,ACSUNT1DET,2018 Housing: 1 Detached Unit in Structure (ACS 5-Yr),N,9,0,ACS,Housing: 1 Detached Unit in Structure,y,Housing,1 Detached Unit in Structure
ACS1418_06,140,MOEUNT1DET,2018 Housing: 1 Detached Unit in Structure MOE (ACS 5-Yr),N,9,0,MOE,Housing: 1 Detached Unit in Structure MOE,,Housing,1 Detached Unit in Structure MOE
ACS1418_06,141,RELUNT1DET,2018 Housing: 1 Detached Unit in Structure REL (ACS 5-Yr),N,1,0,REL,Housing: 1 Detached Unit in Structure REL,,Housing,1 Detached Unit in Structure REL
ACS1418_06,142,ACSUNT1ATT,2018 Housing: 1 Attached Unit in Structure (ACS 5-Yr),N,9,0,ACS,Housing: 1 Attached Unit in Structure,y,Housing,1 Attached Unit in Structure
ACS1418_06,143,MOEUNT1ATT,2018 Housing: 1 Attached Unit in Structure MOE (ACS 5-Yr),N,9,0,MOE,Housing: 1 Attached Unit in Structure MOE,,Housing,1 Attached Unit in Structure MOE
ACS1418_06,144,RELUNT1ATT,2018 Housing: 1 Attached Unit in Structure REL (ACS 5-Yr),N,1,0,REL,Housing: 1 Attached Unit in Structure REL,,Housing,1 Attached Unit in Structure REL
ACS1418_06,145,ACSUNT2,2018 Housing: 2 Units in Structure (ACS 5-Yr),N,9,0,ACS,Housing: 2 Units in Structure,y,Housing,2 Units in Structure
ACS1418_06,146,MOEUNT2,2018 Housing: 2 Units in Structure MOE (ACS 5-Yr),N,9,0,MOE,Housing: 2 Units in Structure MOE,,Housing,2 Units in Structure MOE
ACS1418_06,147,RELUNT2,2018 Housing: 2 Units in Structure REL (ACS 5-Yr),N,1,0,REL,Housing: 2 Units in Structure REL,,Housing,2 Units in Structure REL
ACS1418_06,148,ACSUNT3,2018 Housing: 3 or 4 Units in Structure (ACS 5-Yr),N,9,0,ACS,Housing: 3 or 4 Units in Structure,y,Housing,3 or 4 Units in Structure
ACS1418_06,149,MOEUNT3,2018 Housing: 3 or 4 Units in Structure MOE (ACS 5-Yr),N,9,0,MOE,Housing: 3 or 4 Units in Structure MOE,,Housing,3 or 4 Units in Structure MOE
ACS1418_06,150,RELUNT3,2018 Housing: 3 or 4 Units in Structure REL (ACS 5-Yr),N,1,0,REL,Housing: 3 or 4 Units in Structure REL,,Housing,3 or 4 Units in Structure REL
ACS1418_06,151,ACSUNT5,2018 Housing: 5 to 9 Units in Structure (ACS 5-Yr),N,9,0,ACS,Housing: 5 to 9 Units in Structure,y,Housing,5 to 9 Units in Structure
ACS1418_06,152,MOEUNT5,2018 Housing: 5 to 9 Units in Structure MOE (ACS 5-Yr),N,9,0,MOE,Housing: 5 to 9 Units in Structure MOE,,Housing,5 to 9 Units in Structure MOE
ACS1418_06,153,RELUNT5,2018 Housing: 5 to 9 Units in Structure REL (ACS 5-Yr),N,1,0,REL,Housing: 5 to 9 Units in Structure REL,,Housing,5 to 9 Units in Structure REL
ACS1418_06,154,ACSUNT10,2018 Housing: 10 to 19 Units in Structure (ACS 5-Yr),N,9,0,ACS,Housing: 10 to 19 Units in Structure,y,Housing,10 to 19 Units in Structure
ACS1418_06,155,MOEUNT10,2018 Housing: 10 to 19 Units in Structure MOE (ACS 5-Yr),N,9,0,MOE,Housing: 10 to 19 Units in Structure MOE,,Housing,10 to 19 Units in Structure MOE
ACS1418_06,156,RELUNT10,2018 Housing: 10 to 19 Units in Structure REL (ACS 5-Yr),N,1,0,REL,Housing: 10 to 19 Units in Structure REL,,Housing,10 to 19 Units in Structure REL
ACS1418_06,157,ACSUNT20,2018 Housing: 20 to 49 Units in Structure (ACS 5-Yr),N,9,0,ACS,Housing: 20 to 49 Units in Structure,y,Housing,20 to 49 Units in Structure
ACS1418_06,158,MOEUNT20,2018 Housing: 20 to 49 Units in Structure MOE (ACS 5-Yr),N,9,0,MOE,Housing: 20 to 49 Units in Structure MOE,,Housing,20 to 49 Units in Structure MOE
ACS1418_06,159,RELUNT20,2018 Housing: 20 to 49 Units in Structure REL (ACS 5-Yr),N,1,0,REL,Housing: 20 to 49 Units in Structure REL,,Housing,20 to 49 Units in Structure REL
ACS1418_06,160,ACSUNT50UP,2018 Housing: 50 or More Units in Structure (ACS 5-Yr),N,9,0,ACS,Housing: 50 or More Units in Structure,y,Housing,50 or More Units in Structure
ACS1418_06,161,MOEUNT50UP,2018 Housing: 50 or More Units in Structure MOE (ACS 5-Yr),N,9,0,MOE,Housing: 50 or More Units in Structure MOE,,Housing,50 or More Units in Structure MOE
ACS1418_06,162,RELUNT50UP,2018 Housing: 50 or More Units in Structure REL (ACS 5-Yr),N,1,0,REL,Housing: 50 or More Units in Structure REL,,Housing,50 or More Units in Structure REL
ACS1418_06,163,ACSUNTMOB,2018 Housing: Mobile Homes (ACS 5-Yr),N,9,0,ACS,Housing: Mobile Homes,y,Housing,Mobile Homes
ACS1418_06,164,MOEUNTMOB,2018 Housing: Mobile Homes MOE (ACS 5-Yr),N,9,0,MOE,Housing: Mobile Homes MOE,,Housing,Mobile Homes MOE
ACS1418_06,165,RELUNTMOB,2018 Housing: Mobile Homes REL (ACS 5-Yr),N,1,0,REL,Housing: Mobile Homes REL,,Housing,Mobile Homes REL
ACS1418_06,166,ACSUNTOTH,2018 Housing: Boat/RV/Van/etc. (ACS 5-Yr),N,9,0,ACS,Housing: Boat/RV/Van/etc.,,Housing,Boat/RV/Van/etc.
ACS1418_06,167,MOEUNTOTH,2018 Housing: Boat/RV/Van/etc. MOE (ACS 5-Yr),N,9,0,MOE,Housing: Boat/RV/Van/etc. MOE,,Housing,Boat/RV/Van/etc. MOE
ACS1418_06,168,RELUNTOTH,2018 Housing: Boat/RV/Van/etc. REL (ACS 5-Yr),N,1,0,REL,Housing: Boat/RV/Van/etc. REL,,Housing,Boat/RV/Van/etc. REL
ACS1418_06,169,ACSBLT2014,2018 Housing Units Built in 2014 or Later (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 2014 or Later,,Housing Units Built in 2014 or Later,
ACS1418_06,170,MOEBLT2014,2018 Housing Units Built in 2014 or Later MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 2014 or Later MOE,,Housing Units Built in 2014 or Later MOE,
ACS1418_06,171,RELBLT2014,2018 Housing Units Built in 2014 or Later REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 2014 or Later REL,,Housing Units Built in 2014 or Later REL,
ACS1418_06,172,ACSBLT2010,2018 Housing Units Built in 2010-2013 (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 2010-2013,,Housing Units Built in 2010-2013,
ACS1418_06,173,MOEBLT2010,2018 Housing Units Built in 2010-2013 MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 2010-2013 MOE,,Housing Units Built in 2010-2013 MOE,
ACS1418_06,174,RELBLT2010,2018 Housing Units Built in 2010-2013 REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 2010-2013 REL,,Housing Units Built in 2010-2013 REL,
ACS1418_06,175,ACSBLT2000,2018 Housing Units Built in 2000-2009 (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 2000-2009,,Housing Units Built in 2000-2009,
ACS1418_06,176,MOEBLT2000,2018 Housing Units Built in 2000-2009 MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 2000-2009 MOE,,Housing Units Built in 2000-2009 MOE,
ACS1418_06,177,RELBLT2000,2018 Housing Units Built in 2000-2009 REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 2000-2009 REL,,Housing Units Built in 2000-2009 REL,
ACS1418_06,178,ACSBLT1990,2018 Housing Units Built in 1990-1999 (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 1990-1999,,Housing Units Built in 1990-1999,
ACS1418_06,179,MOEBLT1990,2018 Housing Units Built in 1990-1999 MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 1990-1999 MOE,,Housing Units Built in 1990-1999 MOE,
ACS1418_06,180,RELBLT1990,2018 Housing Units Built in 1990-1999 REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 1990-1999 REL,,Housing Units Built in 1990-1999 REL,
ACS1418_06,181,ACSBLT1980,2018 Housing Units Built in 1980-1989 (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 1980-1989,,Housing Units Built in 1980-1989,
ACS1418_06,182,MOEBLT1980,2018 Housing Units Built in 1980-1989 MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 1980-1989 MOE,,Housing Units Built in 1980-1989 MOE,
ACS1418_06,183,RELBLT1980,2018 Housing Units Built in 1980-1989 REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 1980-1989 REL,,Housing Units Built in 1980-1989 REL,
ACS1418_06,184,ACSBLT1970,2018 Housing Units Built in 1970-1979 (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 1970-1979,,Housing Units Built in 1970-1979,
ACS1418_06,185,MOEBLT1970,2018 Housing Units Built in 1970-1979 MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 1970-1979 MOE,,Housing Units Built in 1970-1979 MOE,
ACS1418_06,186,RELBLT1970,2018 Housing Units Built in 1970-1979 REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 1970-1979 REL,,Housing Units Built in 1970-1979 REL,
ACS1418_06,187,ACSBLT1960,2018 Housing Units Built in 1960-1969 (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 1960-1969,,Housing Units Built in 1960-1969,
ACS1418_06,188,MOEBLT1960,2018 Housing Units Built in 1960-1969 MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 1960-1969 MOE,,Housing Units Built in 1960-1969 MOE,
ACS1418_06,189,RELBLT1960,2018 Housing Units Built in 1960-1969 REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 1960-1969 REL,,Housing Units Built in 1960-1969 REL,
ACS1418_06,190,ACSBLT1950,2018 Housing Units Built in 1950-1959 (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 1950-1959,,Housing Units Built in 1950-1959,
ACS1418_06,191,MOEBLT1950,2018 Housing Units Built in 1950-1959 MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 1950-1959 MOE,,Housing Units Built in 1950-1959 MOE,
ACS1418_06,192,RELBLT1950,2018 Housing Units Built in 1950-1959 REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 1950-1959 REL,,Housing Units Built in 1950-1959 REL,
ACS1418_06,193,ACSBLT1940,2018 Housing Units Built in 1940-1949 (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 1940-1949,,Housing Units Built in 1940-1949,
ACS1418_06,194,MOEBLT1940,2018 Housing Units Built in 1940-1949 MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 1940-1949 MOE,,Housing Units Built in 1940-1949 MOE,
ACS1418_06,195,RELBLT1940,2018 Housing Units Built in 1940-1949 REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 1940-1949 REL,,Housing Units Built in 1940-1949 REL,
ACS1418_06,196,ACSBLT1939,2018 Housing Units Built in 1939 or Earlier (ACS 5-Yr),N,9,0,ACS,Housing Units Built in 1939 or Earlier,,Housing Units Built in 1939 or Earlier,
ACS1418_06,197,MOEBLT1939,2018 Housing Units Built in 1939 or Earlier MOE (ACS 5-Yr),N,9,0,MOE,Housing Units Built in 1939 or Earlier MOE,,Housing Units Built in 1939 or Earlier MOE,
ACS1418_06,198,RELBLT1939,2018 Housing Units Built in 1939 or Earlier REL (ACS 5-Yr),N,1,0,REL,Housing Units Built in 1939 or Earlier REL,,Housing Units Built in 1939 or Earlier REL,
ACS1418_06,199,ACSMEDYBLT,2018 Median Year Structure Built (Total Housing Units) (ACS 5-Yr),N,9,0,ACS,Median Year Structure Built (Total Housing Units),,Median Year Structure Built (Total Housing Units),
ACS1418_06,200,MOEMEDYBLT,2018 Median Year Structure Built (Total Housing Units) MOE (ACS 5-Yr),N,9,0,MOE,Median Year Structure Built (Total Housing Units) MOE,,Median Year Structure Built (Total Housing Units) MOE,
ACS1418_06,201,RELMEDYBLT,2018 Median Year Structure Built (Total Housing Units) REL (ACS 5-Yr),N,1,0,REL,Median Year Structure Built (Total Housing Units) REL,,Median Year Structure Built (Total Housing Units) REL,
ACS1418_07,1,ACSNATIVE,2018 Native Born Population (ACS 5-Yr),N,9,0,ACS,Native Born Population,y,Native Born Population,
ACS1418_07,2,MOENATIVE,2018 Native Born Population MOE (ACS 5-Yr),N,9,0,MOE,Native Born Population MOE,,Native Born Population MOE,
ACS1418_07,3,RELNATIVE,2018 Native Born Population REL (ACS 5-Yr),N,1,0,REL,Native Born Population REL,,Native Born Population REL,
ACS1418_07,4,ACSBORNRES,2018 Native Population Born in State of Residence (ACS 5-Yr),N,9,0,ACS,Native Population Born in State of Residence,,Native Population Born in State of Residence,
ACS1418_07,5,MOEBORNRES,2018 Native Population Born in State of Residence MOE (ACS 5-Yr),N,9,0,MOE,Native Population Born in State of Residence MOE,,Native Population Born in State of Residence MOE,
ACS1418_07,6,RELBORNRES,2018 Native Population Born in State of Residence REL (ACS 5-Yr),N,1,0,REL,Native Population Born in State of Residence REL,,Native Population Born in State of Residence REL,
ACS1418_07,7,ACSBORNOST,2018 Native Pop Born in Other State (ACS 5-Yr),N,9,0,ACS,Native Pop Born in Other State,,Native Pop Born in Other State,
ACS1418_07,8,MOEBORNOST,2018 Native Pop Born in Other State MOE (ACS 5-Yr),N,9,0,MOE,Native Pop Born in Other State MOE,,Native Pop Born in Other State MOE,
ACS1418_07,9,RELBORNOST,2018 Native Pop Born in Other State REL (ACS 5-Yr),N,1,0,REL,Native Pop Born in Other State REL,,Native Pop Born in Other State REL,
ACS1418_07,10,ACSBORNNE,2018 Native Pop Born in Other State: Northeast (ACS 5-Yr),N,9,0,ACS,Native Pop Born in Other State: Northeast,,Native Pop Born in Other State,Northeast
ACS1418_07,11,MOEBORNNE,2018 Native Pop Born in Other State: Northeast MOE (ACS 5-Yr),N,9,0,MOE,Native Pop Born in Other State: Northeast MOE,,Native Pop Born in Other State,Northeast MOE
ACS1418_07,12,RELBORNNE,2018 Native Pop Born in Other State: Northeast REL (ACS 5-Yr),N,1,0,REL,Native Pop Born in Other State: Northeast REL,,Native Pop Born in Other State,Northeast REL
ACS1418_07,13,ACSBORNMW,2018 Native Pop Born in Other State: Midwest (ACS 5-Yr),N,9,0,ACS,Native Pop Born in Other State: Midwest,,Native Pop Born in Other State,Midwest
ACS1418_07,14,MOEBORNMW,2018 Native Pop Born in Other State: Midwest MOE (ACS 5-Yr),N,9,0,MOE,Native Pop Born in Other State: Midwest MOE,,Native Pop Born in Other State,Midwest MOE
ACS1418_07,15,RELBORNMW,2018 Native Pop Born in Other State: Midwest REL (ACS 5-Yr),N,1,0,REL,Native Pop Born in Other State: Midwest REL,,Native Pop Born in Other State,Midwest REL
ACS1418_07,16,ACSBORNS,2018 Native Pop Born in Other State: South (ACS 5-Yr),N,9,0,ACS,Native Pop Born in Other State: South,,Native Pop Born in Other State,South
ACS1418_07,17,MOEBORNS,2018 Native Pop Born in Other State: South MOE (ACS 5-Yr),N,9,0,MOE,Native Pop Born in Other State: South MOE,,Native Pop Born in Other State,South MOE
ACS1418_07,18,RELBORNS,2018 Native Pop Born in Other State: South REL (ACS 5-Yr),N,1,0,REL,Native Pop Born in Other State: South REL,,Native Pop Born in Other State,South REL
ACS1418_07,19,ACSBORNW,2018 Native Pop Born in Other State: West (ACS 5-Yr),N,9,0,ACS,Native Pop Born in Other State: West,,Native Pop Born in Other State,West
ACS1418_07,20,MOEBORNW,2018 Native Pop Born in Other State: West MOE (ACS 5-Yr),N,9,0,MOE,Native Pop Born in Other State: West MOE,,Native Pop Born in Other State,West MOE
ACS1418_07,21,RELBORNW,2018 Native Pop Born in Other State: West REL (ACS 5-Yr),N,1,0,REL,Native Pop Born in Other State: West REL,,Native Pop Born in Other State,West REL
ACS1418_07,22,ACSBORNOUT,2018 Native Pop Born Outside of the United States (ACS 5-Yr),N,9,0,ACS,Native Pop Born Outside of the United States,,Native Pop Born Outside of the United States,
ACS1418_07,23,MOEBORNOUT,2018 Native Pop Born Outside of the United States MOE (ACS 5-Yr),N,9,0,MOE,Native Pop Born Outside of the United States MOE,,Native Pop Born Outside of the United States MOE,
ACS1418_07,24,RELBORNOUT,2018 Native Pop Born Outside of the United States REL (ACS 5-Yr),N,1,0,REL,Native Pop Born Outside of the United States REL,,Native Pop Born Outside of the United States REL,
ACS1418_07,25,ACSBORNPR,2018 Native Population Born in Puerto Rico (ACS 5-Yr),N,9,0,ACS,Native Population Born in Puerto Rico,,Native Population Born in Puerto Rico,
ACS1418_07,26,MOEBORNPR,2018 Native Population Born in Puerto Rico MOE (ACS 5-Yr),N,9,0,MOE,Native Population Born in Puerto Rico MOE,,Native Population Born in Puerto Rico MOE,
ACS1418_07,27,RELBORNPR,2018 Native Population Born in Puerto Rico REL (ACS 5-Yr),N,1,0,REL,Native Population Born in Puerto Rico REL,,Native Population Born in Puerto Rico REL,
